A!NET_NAME!NET_LOGICAL_PATH!NET_CDS_FSP_UID!NET_SHIELD_NET!NET_RELATIVE_PROPAGATION_DELAY!NET_NO_PIN_ESCAPE!NET_NET_SHORT!NET_VOLTAGE_LAYER!NET_VOLTAGE!NET_RATSNEST_SCHEDULE!NET_CLOCK_NET!NET_NET_PHYSICAL_TYPE!NET_MAX_FINAL_SETTLE!NET_NO_TEST!NET_MAX_EXPOSED_LENGTH!NET_ELECTRICAL_CONSTRAINT_SET!NET_CDS_FSP_BUS_INDEX!NET_STUB_LENGTH!NET_SHIELD_TYPE!NET_NO_RAT!NET_PROPAGATION_DELAY!NET_NO_RIPUP!NET_MIN_HOLD!NET_DIFFERENTIAL_PAIR!NET_MIN_SETUP!NET_MIN_NECK_WIDTH!NET_BUS_NAME!NET_MIN_NOISE_MARGIN!NET_MATCHED_DELAY!NET_ECL!NET_DIFFP_LENGTH_TOL!NET_DIFFP_2ND_LENGTH!NET_NET_GROUP_GRP_NAME!NET_SUBNET_NAME!NET_MIN_BOND_LENGTH!NET_MAX_OVERSHOOT!NET_TS_ALLOWED!NET_MAX_VIA_COUNT!NET_EMC_CRITICAL_NET!NET_CDS_FSP_NET!NET_PROBE_NUMBER!NET_NO_ROUTE!NET_MIN_LINE_WIDTH!NET_ECL_TEMP!NET_NO_GLOSS!NET_ROUTE_PRIORITY!NET_NET_SPACING_TYPE!NET_IMPEDANCE_RULE!
J!d:/dev/out/allegro/imx6 rex_v1i1.brd!Sun Mar  5 16:16:40 2023!-100.0000!-100.0000!320.0000!197.0000!0.0001!millimeters!IMX6 REX_V1I1!10.400000 mil!2!UP TO DATE!
S!AUD3_TXD!@\imx6 rex_v1i1\.all_design(sch_1):aud3_txd!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!I2C2_SCL!@\imx6 rex_v1i1\.all_design(sch_1):i2c2_scl!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!LVDS0_TX1_P!@\imx6 rex_v1i1\.all_design(sch_1):lvds0_tx1_p!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!I2C3_SCL!@\imx6 rex_v1i1\.all_design(sch_1):i2c3_scl!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!CSPI2_MOSI!@\imx6 rex_v1i1\.all_design(sch_1):cspi2_mosi!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!SD3_CD!@\imx6 rex_v1i1\.all_design(sch_1):sd3_cd!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!SD3_CLK!@\imx6 rex_v1i1\.all_design(sch_1):sd3_clk!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!SD2_CLK!@\imx6 rex_v1i1\.all_design(sch_1):sd2_clk!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!USB1_P!@\imx6 rex_v1i1\.all_design(sch_1):usb1_p!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!ON_OFF!@\imx6 rex_v1i1\.all_design(sch_1):on_off!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!HDMI_D1_N!@\imx6 rex_v1i1\.all_design(sch_1):hdmi_d1_n!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!SD3_DATA3!@\imx6 rex_v1i1\.all_design(sch_1):sd3_data3!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!USB1_PWR_EN!@\imx6 rex_v1i1\.all_design(sch_1):usb1_pwr_en!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!HDMI_HPD!@\imx6 rex_v1i1\.all_design(sch_1):hdmi_hpd!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!HDMI_CLK_N!@\imx6 rex_v1i1\.all_design(sch_1):hdmi_clk_n!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!TRD3_N!@\imx6 rex_v1i1\.all_design(sch_1):trd3_n!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!AUD3_CLK!@\imx6 rex_v1i1\.all_design(sch_1):aud3_clk!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!ENET_LED_LINK!@\imx6 rex_v1i1\.all_design(sch_1):enet_led_link!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!I2C3_SDA!@\imx6 rex_v1i1\.all_design(sch_1):i2c3_sda!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!LVDS0_TX0_P!@\imx6 rex_v1i1\.all_design(sch_1):lvds0_tx0_p!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!LVDS0_TX1_N!@\imx6 rex_v1i1\.all_design(sch_1):lvds0_tx1_n!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!HDMI_D0_P!@\imx6 rex_v1i1\.all_design(sch_1):hdmi_d0_p!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!PCIE_WAKE!@\imx6 rex_v1i1\.all_design(sch_1):pcie_wake!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!CLK1_N!@\imx6 rex_v1i1\.all_design(sch_1):clk1_n!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!TRD1_N!@\imx6 rex_v1i1\.all_design(sch_1):trd1_n!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!SD2_DATA2!@\imx6 rex_v1i1\.all_design(sch_1):sd2_data2!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!RSTINN!@\imx6 rex_v1i1\.all_design(sch_1):rstinn!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!TRD1_P!@\imx6 rex_v1i1\.all_design(sch_1):trd1_p!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!SD3_WP!@\imx6 rex_v1i1\.all_design(sch_1):sd3_wp!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!HDMI_D2_P!@\imx6 rex_v1i1\.all_design(sch_1):hdmi_d2_p!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!CSPI3_MISO!@\imx6 rex_v1i1\.all_design(sch_1):cspi3_miso!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!CSPI3_MOSI!@\imx6 rex_v1i1\.all_design(sch_1):cspi3_mosi!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!CSPI3_CS2!@\imx6 rex_v1i1\.all_design(sch_1):cspi3_cs2!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!CSPI3_CLK!@\imx6 rex_v1i1\.all_design(sch_1):cspi3_clk!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!USER_LED!@\imx6 rex_v1i1\.all_design(sch_1):user_led!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!RGMII_RSTN!@\imx6 rex_v1i1\.all_design(sch_1):rgmii_rstn!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!PMIC_ON_REQ!@\imx6 rex_v1i1\.all_design(sch_1):pmic_on_req!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!POK_3V3!@\imx6 rex_v1i1\.all_design(sch_1):pok_3v3!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!POK_2V5!@\imx6 rex_v1i1\.all_design(sch_1):pok_2v5!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
